Dest_PC,Dest_City,Branch_PC,Branch_City,Branch,Dest,Response,ResponseMod,Distance,Duration
56867,Briedel,39340,Haldensleben,39340%2C%20Haldensleben,56867%2C%20Briedel,"{
   ""destination_addresses"" : [ ""56867 Briedel, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""532 km"",
                  ""value"" : 531672
               },
               ""duration"" : {
                  ""text"" : ""5 hours 40 mins"",
                  ""value"" : 20402
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56867 Briedel, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '532 km', 'value': 531672}, 'duration': {'text': '5 hours 40 mins', 'value': 20402}, 'status': 'OK'}]}], 'status': 'OK'}",532 km,5 hours 40 mins
56341,Filsen,39340,Haldensleben,39340%2C%20Haldensleben,56341%2C%20Filsen,"{
   ""destination_addresses"" : [ ""Filsen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""476 km"",
                  ""value"" : 475919
               },
               ""duration"" : {
                  ""text"" : ""5 hours 16 mins"",
                  ""value"" : 18953
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Filsen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '476 km', 'value': 475919}, 'duration': {'text': '5 hours 16 mins', 'value': 18953}, 'status': 'OK'}]}], 'status': 'OK'}",476 km,5 hours 16 mins
54636,Ehlenz,39340,Haldensleben,39340%2C%20Haldensleben,54636%2C%20Ehlenz,"{
   ""destination_addresses"" : [ ""54636 Ehlenz, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""545 km"",
                  ""value"" : 545241
               },
               ""duration"" : {
                  ""text"" : ""5 hours 48 mins"",
                  ""value"" : 20873
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54636 Ehlenz, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '545 km', 'value': 545241}, 'duration': {'text': '5 hours 48 mins', 'value': 20873}, 'status': 'OK'}]}], 'status': 'OK'}",545 km,5 hours 48 mins
59556,Lippstadt,39340,Haldensleben,39340%2C%20Haldensleben,59556%2C%20Lippstadt,"{
   ""destination_addresses"" : [ ""59556 Lippstadt, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""273 km"",
                  ""value"" : 273479
               },
               ""duration"" : {
                  ""text"" : ""2 hours 54 mins"",
                  ""value"" : 10437
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['59556 Lippstadt, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '273 km', 'value': 273479}, 'duration': {'text': '2 hours 54 mins', 'value': 10437}, 'status': 'OK'}]}], 'status': 'OK'}",273 km,2 hours 54 mins
54429,Waldweiler,39340,Haldensleben,39340%2C%20Haldensleben,54429%2C%20Waldweiler,"{
   ""destination_addresses"" : [ ""54429 Waldweiler, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""608 km"",
                  ""value"" : 608298
               },
               ""duration"" : {
                  ""text"" : ""6 hours 19 mins"",
                  ""value"" : 22749
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54429 Waldweiler, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '608 km', 'value': 608298}, 'duration': {'text': '6 hours 19 mins', 'value': 22749}, 'status': 'OK'}]}], 'status': 'OK'}",608 km,6 hours 19 mins
55767,Nohen,39340,Haldensleben,39340%2C%20Haldensleben,55767%2C%20Nohen,"{
   ""destination_addresses"" : [ ""55767 Nohen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""548 km"",
                  ""value"" : 548220
               },
               ""duration"" : {
                  ""text"" : ""6 hours 2 mins"",
                  ""value"" : 21694
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55767 Nohen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '548 km', 'value': 548220}, 'duration': {'text': '6 hours 2 mins', 'value': 21694}, 'status': 'OK'}]}], 'status': 'OK'}",548 km,6 hours 2 mins
58119,Hagen,39340,Haldensleben,39340%2C%20Haldensleben,58119%2C%20Hagen,"{
   ""destination_addresses"" : [ ""58119 Hagen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""352 km"",
                  ""value"" : 352187
               },
               ""duration"" : {
                  ""text"" : ""3 hours 41 mins"",
                  ""value"" : 13255
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['58119 Hagen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '352 km', 'value': 352187}, 'duration': {'text': '3 hours 41 mins', 'value': 13255}, 'status': 'OK'}]}], 'status': 'OK'}",352 km,3 hours 41 mins
55585,Oberhausen,39340,Haldensleben,39340%2C%20Haldensleben,55585%2C%20Oberhausen,"{
   ""destination_addresses"" : [ ""Oberhausen an der Nahe, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""496 km"",
                  ""value"" : 495580
               },
               ""duration"" : {
                  ""text"" : ""5 hours 19 mins"",
                  ""value"" : 19125
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Oberhausen an der Nahe, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '496 km', 'value': 495580}, 'duration': {'text': '5 hours 19 mins', 'value': 19125}, 'status': 'OK'}]}], 'status': 'OK'}",496 km,5 hours 19 mins
37449,Zorge,39340,Haldensleben,39340%2C%20Haldensleben,37449%2C%20Zorge,"{
   ""destination_addresses"" : [ ""37449, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""156 km"",
                  ""value"" : 155715
               },
               ""duration"" : {
                  ""text"" : ""2 hours 0 mins"",
                  ""value"" : 7202
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37449, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '156 km', 'value': 155715}, 'duration': {'text': '2 hours 0 mins', 'value': 7202}, 'status': 'OK'}]}], 'status': 'OK'}",156 km,2 hours 0 mins
57629,Höchstenbach,39340,Haldensleben,39340%2C%20Haldensleben,57629%2C%20Höchstenbach,"{
   ""destination_addresses"" : [ ""H\u00f6chstenbach, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""439 km"",
                  ""value"" : 439069
               },
               ""duration"" : {
                  ""text"" : ""4 hours 52 mins"",
                  ""value"" : 17548
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Höchstenbach, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '439 km', 'value': 439069}, 'duration': {'text': '4 hours 52 mins', 'value': 17548}, 'status': 'OK'}]}], 'status': 'OK'}",439 km,4 hours 52 mins
54552,Nerdlen,39340,Haldensleben,39340%2C%20Haldensleben,54552%2C%20Nerdlen,"{
   ""destination_addresses"" : [ ""54552 Nerdlen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""516 km"",
                  ""value"" : 515764
               },
               ""duration"" : {
                  ""text"" : ""5 hours 32 mins"",
                  ""value"" : 19891
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54552 Nerdlen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '516 km', 'value': 515764}, 'duration': {'text': '5 hours 32 mins', 'value': 19891}, 'status': 'OK'}]}], 'status': 'OK'}",516 km,5 hours 32 mins
55765,Sauerbrunnen,39340,Haldensleben,39340%2C%20Haldensleben,55765%2C%20Sauerbrunnen,"{
   ""destination_addresses"" : [ ""Sauerbrunnen, 55765 Oberhambach, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""562 km"",
                  ""value"" : 562308
               },
               ""duration"" : {
                  ""text"" : ""6 hours 4 mins"",
                  ""value"" : 21823
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Sauerbrunnen, 55765 Oberhambach, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '562 km', 'value': 562308}, 'duration': {'text': '6 hours 4 mins', 'value': 21823}, 'status': 'OK'}]}], 'status': 'OK'}",562 km,6 hours 4 mins
55411,Bingen,39340,Haldensleben,39340%2C%20Haldensleben,55411%2C%20Bingen,"{
   ""destination_addresses"" : [ ""55411 Bingen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""469 km"",
                  ""value"" : 469337
               },
               ""duration"" : {
                  ""text"" : ""4 hours 58 mins"",
                  ""value"" : 17861
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55411 Bingen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '469 km', 'value': 469337}, 'duration': {'text': '4 hours 58 mins', 'value': 17861}, 'status': 'OK'}]}], 'status': 'OK'}",469 km,4 hours 58 mins
37318,Eichstruth,39340,Haldensleben,39340%2C%20Haldensleben,37318%2C%20Eichstruth,"{
   ""destination_addresses"" : [ ""37318 Eichstruth, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""220 km"",
                  ""value"" : 220454
               },
               ""duration"" : {
                  ""text"" : ""2 hours 29 mins"",
                  ""value"" : 8963
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37318 Eichstruth, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '220 km', 'value': 220454}, 'duration': {'text': '2 hours 29 mins', 'value': 8963}, 'status': 'OK'}]}], 'status': 'OK'}",220 km,2 hours 29 mins
59065,Hamm,39340,Haldensleben,39340%2C%20Haldensleben,59065%2C%20Hamm,"{
   ""destination_addresses"" : [ ""59065 Hamm, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""301 km"",
                  ""value"" : 300824
               },
               ""duration"" : {
                  ""text"" : ""3 hours 10 mins"",
                  ""value"" : 11391
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['59065 Hamm, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '301 km', 'value': 300824}, 'duration': {'text': '3 hours 10 mins', 'value': 11391}, 'status': 'OK'}]}], 'status': 'OK'}",301 km,3 hours 10 mins
38486,Neuferchau,39340,Haldensleben,39340%2C%20Haldensleben,38486%2C%20Neuferchau,"{
   ""destination_addresses"" : [ ""Neuferchau, 38486 Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""52.8 km"",
                  ""value"" : 52775
               },
               ""duration"" : {
                  ""text"" : ""51 mins"",
                  ""value"" : 3048
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Neuferchau, 38486 Klötze, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '52.8 km', 'value': 52775}, 'duration': {'text': '51 mins', 'value': 3048}, 'status': 'OK'}]}], 'status': 'OK'}",52.8 km,51 mins
32839,Steinheim,39340,Haldensleben,39340%2C%20Haldensleben,32839%2C%20Steinheim,"{
   ""destination_addresses"" : [ ""32839 Steinheim, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""229 km"",
                  ""value"" : 228818
               },
               ""duration"" : {
                  ""text"" : ""2 hours 44 mins"",
                  ""value"" : 9818
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['32839 Steinheim, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '229 km', 'value': 228818}, 'duration': {'text': '2 hours 44 mins', 'value': 9818}, 'status': 'OK'}]}], 'status': 'OK'}",229 km,2 hours 44 mins
59229,Ahlen,39340,Haldensleben,39340%2C%20Haldensleben,59229%2C%20Ahlen,"{
   ""destination_addresses"" : [ ""59229 Ahlen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""297 km"",
                  ""value"" : 296829
               },
               ""duration"" : {
                  ""text"" : ""3 hours 4 mins"",
                  ""value"" : 11026
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['59229 Ahlen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '297 km', 'value': 296829}, 'duration': {'text': '3 hours 4 mins', 'value': 11026}, 'status': 'OK'}]}], 'status': 'OK'}",297 km,3 hours 4 mins
57539,Herrgottsau,39340,Haldensleben,39340%2C%20Haldensleben,57539%2C%20Herrgottsau,"{
   ""destination_addresses"" : [ ""Herrgottsau, 57539 Etzbach, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""449 km"",
                  ""value"" : 448626
               },
               ""duration"" : {
                  ""text"" : ""5 hours 1 min"",
                  ""value"" : 18057
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Herrgottsau, 57539 Etzbach, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '449 km', 'value': 448626}, 'duration': {'text': '5 hours 1 min', 'value': 18057}, 'status': 'OK'}]}], 'status': 'OK'}",449 km,5 hours 1 min
56283,Dieler,39340,Haldensleben,39340%2C%20Haldensleben,56283%2C%20Dieler,"{
   ""destination_addresses"" : [ ""Dieler, 56283 Ney, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""495 km"",
                  ""value"" : 495281
               },
               ""duration"" : {
                  ""text"" : ""5 hours 23 mins"",
                  ""value"" : 19374
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Dieler, 56283 Ney, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '495 km', 'value': 495281}, 'duration': {'text': '5 hours 23 mins', 'value': 19374}, 'status': 'OK'}]}], 'status': 'OK'}",495 km,5 hours 23 mins
56729,Wüsteratherhof,39340,Haldensleben,39340%2C%20Haldensleben,56729%2C%20Wüsteratherhof,"{
   ""destination_addresses"" : [ ""56729 Anschau, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""509 km"",
                  ""value"" : 508893
               },
               ""duration"" : {
                  ""text"" : ""5 hours 23 mins"",
                  ""value"" : 19409
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56729 Anschau, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '509 km', 'value': 508893}, 'duration': {'text': '5 hours 23 mins', 'value': 19409}, 'status': 'OK'}]}], 'status': 'OK'}",509 km,5 hours 23 mins
38822,Veltensmühle,39340,Haldensleben,39340%2C%20Haldensleben,38822%2C%20Veltensmühle,"{
   ""destination_addresses"" : [ ""Veltensm\u00fchle, 38820 Halberstadt, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""65.9 km"",
                  ""value"" : 65902
               },
               ""duration"" : {
                  ""text"" : ""1 hour 7 mins"",
                  ""value"" : 4044
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Veltensmühle, 38820 Halberstadt, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '65.9 km', 'value': 65902}, 'duration': {'text': '1 hour 7 mins', 'value': 4044}, 'status': 'OK'}]}], 'status': 'OK'}",65.9 km,1 hour 7 mins
55606,Lützelsoon,39340,Haldensleben,39340%2C%20Haldensleben,55606%2C%20Lützelsoon,"{
   ""destination_addresses"" : [ ""Kellenbach, L\u00fctzelsoon, 55606 Kellenbach, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""518 km"",
                  ""value"" : 517541
               },
               ""duration"" : {
                  ""text"" : ""5 hours 32 mins"",
                  ""value"" : 19909
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Kellenbach, Lützelsoon, 55606 Kellenbach, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '518 km', 'value': 517541}, 'duration': {'text': '5 hours 32 mins', 'value': 19909}, 'status': 'OK'}]}], 'status': 'OK'}",518 km,5 hours 32 mins
51375,Leverkusen,39340,Haldensleben,39340%2C%20Haldensleben,51375%2C%20Leverkusen,"{
   ""destination_addresses"" : [ ""51375 Leverkusen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""399 km"",
                  ""value"" : 398801
               },
               ""duration"" : {
                  ""text"" : ""4 hours 12 mins"",
                  ""value"" : 15102
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['51375 Leverkusen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '399 km', 'value': 398801}, 'duration': {'text': '4 hours 12 mins', 'value': 15102}, 'status': 'OK'}]}], 'status': 'OK'}",399 km,4 hours 12 mins
41061,Mönchengladbach,39340,Haldensleben,39340%2C%20Haldensleben,41061%2C%20Mönchengladbach,"{
   ""destination_addresses"" : [ ""41061 M\u00f6nchengladbach, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""434 km"",
                  ""value"" : 433604
               },
               ""duration"" : {
                  ""text"" : ""4 hours 33 mins"",
                  ""value"" : 16382
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['41061 Mönchengladbach, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '434 km', 'value': 433604}, 'duration': {'text': '4 hours 33 mins', 'value': 16382}, 'status': 'OK'}]}], 'status': 'OK'}",434 km,4 hours 33 mins
37581,Bad Gandersheim,39340,Haldensleben,39340%2C%20Haldensleben,37581%2C%20Bad Gandersheim,"{
   ""destination_addresses"" : [ ""37581 Bad Gandersheim, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""139 km"",
                  ""value"" : 139431
               },
               ""duration"" : {
                  ""text"" : ""1 hour 33 mins"",
                  ""value"" : 5587
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37581 Bad Gandersheim, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '139 km', 'value': 139431}, 'duration': {'text': '1 hour 33 mins', 'value': 5587}, 'status': 'OK'}]}], 'status': 'OK'}",139 km,1 hour 33 mins
56766,Ulmen,39340,Haldensleben,39340%2C%20Haldensleben,56766%2C%20Ulmen,"{
   ""destination_addresses"" : [ ""56766 Ulmen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""511 km"",
                  ""value"" : 511140
               },
               ""duration"" : {
                  ""text"" : ""5 hours 25 mins"",
                  ""value"" : 19482
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56766 Ulmen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '511 km', 'value': 511140}, 'duration': {'text': '5 hours 25 mins', 'value': 19482}, 'status': 'OK'}]}], 'status': 'OK'}",511 km,5 hours 25 mins
56288,Zilshausen,39340,Haldensleben,39340%2C%20Haldensleben,56288%2C%20Zilshausen,"{
   ""destination_addresses"" : [ ""Zilshausen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""516 km"",
                  ""value"" : 516176
               },
               ""duration"" : {
                  ""text"" : ""5 hours 39 mins"",
                  ""value"" : 20343
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Zilshausen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '516 km', 'value': 516176}, 'duration': {'text': '5 hours 39 mins', 'value': 20343}, 'status': 'OK'}]}], 'status': 'OK'}",516 km,5 hours 39 mins
37308,Bodenrode,39340,Haldensleben,39340%2C%20Haldensleben,37308%2C%20Bodenrode,"{
   ""destination_addresses"" : [ ""Bodenrode, 37308 Bodenrode-Westhausen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""217 km"",
                  ""value"" : 217329
               },
               ""duration"" : {
                  ""text"" : ""2 hours 21 mins"",
                  ""value"" : 8484
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Bodenrode, 37308 Bodenrode-Westhausen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '217 km', 'value': 217329}, 'duration': {'text': '2 hours 21 mins', 'value': 8484}, 'status': 'OK'}]}], 'status': 'OK'}",217 km,2 hours 21 mins
45359,Essen,39340,Haldensleben,39340%2C%20Haldensleben,45359%2C%20Essen,"{
   ""destination_addresses"" : [ ""45359 Essen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""374 km"",
                  ""value"" : 374332
               },
               ""duration"" : {
                  ""text"" : ""3 hours 56 mins"",
                  ""value"" : 14187
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['45359 Essen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '374 km', 'value': 374332}, 'duration': {'text': '3 hours 56 mins', 'value': 14187}, 'status': 'OK'}]}], 'status': 'OK'}",374 km,3 hours 56 mins
54295,Trier,39340,Haldensleben,39340%2C%20Haldensleben,54295%2C%20Trier,"{
   ""destination_addresses"" : [ ""54295 Trier, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""582 km"",
                  ""value"" : 581902
               },
               ""duration"" : {
                  ""text"" : ""6 hours 15 mins"",
                  ""value"" : 22507
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54295 Trier, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '582 km', 'value': 581902}, 'duration': {'text': '6 hours 15 mins', 'value': 22507}, 'status': 'OK'}]}], 'status': 'OK'}",582 km,6 hours 15 mins
45897,Gelsenkirchen,39340,Haldensleben,39340%2C%20Haldensleben,45897%2C%20Gelsenkirchen,"{
   ""destination_addresses"" : [ ""45897 Gelsenkirchen, Germany"" ],
   ""origin_addresses"" : [ ""39340 Haldensleben, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""361 km"",
                  ""value"" : 360619
               },
               ""duration"" : {
                  ""text"" : ""3 hours 43 mins"",
                  ""value"" : 13374
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['45897 Gelsenkirchen, Germany'], 'origin_addresses': ['39340 Haldensleben, Germany'], 'rows': [{'elements': [{'distance': {'text': '361 km', 'value': 360619}, 'duration': {'text': '3 hours 43 mins', 'value': 13374}, 'status': 'OK'}]}], 'status': 'OK'}",361 km,3 hours 43 mins
