Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes
55758,Hottenbach,55758%2C%20Hottenbach,"{
   ""destination_addresses"" : [ ""55758 Hottenbach, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""477 km"",
                  ""value"" : 476670
               },
               ""duration"" : {
                  ""text"" : ""5 hours 5 mins"",
                  ""value"" : 18283
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55758 Hottenbach, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""483 km"",
                  ""value"" : 483395
               },
               ""duration"" : {
                  ""text"" : ""5 hours 13 mins"",
                  ""value"" : 18751
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55758 Hottenbach, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '477 km', 'value': 476670}, 'duration': {'text': '5 hours 5 mins', 'value': 18283}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55758 Hottenbach, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '483 km', 'value': 483395}, 'duration': {'text': '5 hours 13 mins', 'value': 18751}, 'status': 'OK'}]}], 'status': 'OK'}",477 km,5 hours 5 mins,483 km,5 hours 13 mins,305,313
37318,Eichstruth,37318%2C%20Eichstruth,"{
   ""destination_addresses"" : [ ""37318 Eichstruth, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""182 km"",
                  ""value"" : 182017
               },
               ""duration"" : {
                  ""text"" : ""2 hours 7 mins"",
                  ""value"" : 7603
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""37318 Eichstruth, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""163 km"",
                  ""value"" : 163236
               },
               ""duration"" : {
                  ""text"" : ""2 hours 2 mins"",
                  ""value"" : 7328
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37318 Eichstruth, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '182 km', 'value': 182017}, 'duration': {'text': '2 hours 7 mins', 'value': 7603}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['37318 Eichstruth, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '163 km', 'value': 163236}, 'duration': {'text': '2 hours 2 mins', 'value': 7328}, 'status': 'OK'}]}], 'status': 'OK'}",182 km,2 hours 7 mins,163 km,2 hours 2 mins,127,122
54533,Bettenfeld,54533%2C%20Bettenfeld,"{
   ""destination_addresses"" : [ ""54533 Bettenfeld, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""412 km"",
                  ""value"" : 412157
               },
               ""duration"" : {
                  ""text"" : ""4 hours 33 mins"",
                  ""value"" : 16383
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54533 Bettenfeld, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""419 km"",
                  ""value"" : 418882
               },
               ""duration"" : {
                  ""text"" : ""4 hours 41 mins"",
                  ""value"" : 16851
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54533 Bettenfeld, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '412 km', 'value': 412157}, 'duration': {'text': '4 hours 33 mins', 'value': 16383}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54533 Bettenfeld, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '419 km', 'value': 418882}, 'duration': {'text': '4 hours 41 mins', 'value': 16851}, 'status': 'OK'}]}], 'status': 'OK'}",412 km,4 hours 33 mins,419 km,4 hours 41 mins,273,281
57258,Freudenberg,57258%2C%20Freudenberg,"{
   ""destination_addresses"" : [ ""57258 Freudenberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""284 km"",
                  ""value"" : 284161
               },
               ""duration"" : {
                  ""text"" : ""3 hours 16 mins"",
                  ""value"" : 11754
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""57258 Freudenberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""291 km"",
                  ""value"" : 290887
               },
               ""duration"" : {
                  ""text"" : ""3 hours 24 mins"",
                  ""value"" : 12222
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['57258 Freudenberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '284 km', 'value': 284161}, 'duration': {'text': '3 hours 16 mins', 'value': 11754}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['57258 Freudenberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '291 km', 'value': 290887}, 'duration': {'text': '3 hours 24 mins', 'value': 12222}, 'status': 'OK'}]}], 'status': 'OK'}",284 km,3 hours 16 mins,291 km,3 hours 24 mins,196,204
37339,Gernrode,37339%2C%20Gernrode,"{
   ""destination_addresses"" : [ ""Gernrode, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""196 km"",
                  ""value"" : 196240
               },
               ""duration"" : {
                  ""text"" : ""2 hours 7 mins"",
                  ""value"" : 7641
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Gernrode, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""177 km"",
                  ""value"" : 177459
               },
               ""duration"" : {
                  ""text"" : ""2 hours 3 mins"",
                  ""value"" : 7366
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Gernrode, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '196 km', 'value': 196240}, 'duration': {'text': '2 hours 7 mins', 'value': 7641}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Gernrode, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '177 km', 'value': 177459}, 'duration': {'text': '2 hours 3 mins', 'value': 7366}, 'status': 'OK'}]}], 'status': 'OK'}",196 km,2 hours 7 mins,177 km,2 hours 3 mins,127,123
38154,Tetzelstein,38154%2C%20Tetzelstein,"{
   ""destination_addresses"" : [ ""Tetzelstein, 38154, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""99.7 km"",
                  ""value"" : 99686
               },
               ""duration"" : {
                  ""text"" : ""1 hour 11 mins"",
                  ""value"" : 4271
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Tetzelstein, 38154, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""90.5 km"",
                  ""value"" : 90532
               },
               ""duration"" : {
                  ""text"" : ""1 hour 14 mins"",
                  ""value"" : 4414
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Tetzelstein, 38154, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '99.7 km', 'value': 99686}, 'duration': {'text': '1 hour 11 mins', 'value': 4271}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Tetzelstein, 38154, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '90.5 km', 'value': 90532}, 'duration': {'text': '1 hour 14 mins', 'value': 4414}, 'status': 'OK'}]}], 'status': 'OK'}",99.7 km,1 hour 11 mins,90.5 km,1 hour 14 mins,71,74
55767,Rötsweiler-Nockenthal,55767%2C%20Rötsweiler-Nockenthal,"{
   ""destination_addresses"" : [ ""55767 R\u00f6tsweiler-Nockenthal, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""469 km"",
                  ""value"" : 468817
               },
               ""duration"" : {
                  ""text"" : ""5 hours 17 mins"",
                  ""value"" : 18994
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55767 R\u00f6tsweiler-Nockenthal, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""482 km"",
                  ""value"" : 482481
               },
               ""duration"" : {
                  ""text"" : ""5 hours 26 mins"",
                  ""value"" : 19549
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55767 Rötsweiler-Nockenthal, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '469 km', 'value': 468817}, 'duration': {'text': '5 hours 17 mins', 'value': 18994}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55767 Rötsweiler-Nockenthal, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '482 km', 'value': 482481}, 'duration': {'text': '5 hours 26 mins', 'value': 19549}, 'status': 'OK'}]}], 'status': 'OK'}",469 km,5 hours 17 mins,482 km,5 hours 26 mins,317,326
54673,Rodershausen,54673%2C%20Rodershausen,"{
   ""destination_addresses"" : [ ""54673 Rodershausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""420 km"",
                  ""value"" : 420254
               },
               ""duration"" : {
                  ""text"" : ""4 hours 38 mins"",
                  ""value"" : 16654
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54673 Rodershausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""427 km"",
                  ""value"" : 426979
               },
               ""duration"" : {
                  ""text"" : ""4 hours 45 mins"",
                  ""value"" : 17122
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54673 Rodershausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '420 km', 'value': 420254}, 'duration': {'text': '4 hours 38 mins', 'value': 16654}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54673 Rodershausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '427 km', 'value': 426979}, 'duration': {'text': '4 hours 45 mins', 'value': 17122}, 'status': 'OK'}]}], 'status': 'OK'}",420 km,4 hours 38 mins,427 km,4 hours 45 mins,278,285
56462,Hilpischmühle,56462%2C%20Hilpischmühle,"{
   ""destination_addresses"" : [ ""56462 H\u00f6hn, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""332 km"",
                  ""value"" : 332381
               },
               ""duration"" : {
                  ""text"" : ""3 hours 51 mins"",
                  ""value"" : 13851
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56462 H\u00f6hn, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""339 km"",
                  ""value"" : 339107
               },
               ""duration"" : {
                  ""text"" : ""3 hours 59 mins"",
                  ""value"" : 14319
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56462 Höhn, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '332 km', 'value': 332381}, 'duration': {'text': '3 hours 51 mins', 'value': 13851}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56462 Höhn, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '339 km', 'value': 339107}, 'duration': {'text': '3 hours 59 mins', 'value': 14319}, 'status': 'OK'}]}], 'status': 'OK'}",332 km,3 hours 51 mins,339 km,3 hours 59 mins,231,239
54636,Dockendorf,54636%2C%20Dockendorf,"{
   ""destination_addresses"" : [ ""54636 Dockendorf, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""427 km"",
                  ""value"" : 427265
               },
               ""duration"" : {
                  ""text"" : ""4 hours 35 mins"",
                  ""value"" : 16503
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54636 Dockendorf, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""434 km"",
                  ""value"" : 433990
               },
               ""duration"" : {
                  ""text"" : ""4 hours 43 mins"",
                  ""value"" : 16971
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54636 Dockendorf, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '427 km', 'value': 427265}, 'duration': {'text': '4 hours 35 mins', 'value': 16503}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54636 Dockendorf, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '434 km', 'value': 433990}, 'duration': {'text': '4 hours 43 mins', 'value': 16971}, 'status': 'OK'}]}], 'status': 'OK'}",427 km,4 hours 35 mins,434 km,4 hours 43 mins,275,283
54675,Niederraden,54675%2C%20Niederraden,"{
   ""destination_addresses"" : [ ""Niederraden, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""424 km"",
                  ""value"" : 424399
               },
               ""duration"" : {
                  ""text"" : ""4 hours 42 mins"",
                  ""value"" : 16912
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Niederraden, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""431 km"",
                  ""value"" : 431124
               },
               ""duration"" : {
                  ""text"" : ""4 hours 50 mins"",
                  ""value"" : 17380
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Niederraden, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '424 km', 'value': 424399}, 'duration': {'text': '4 hours 42 mins', 'value': 16912}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Niederraden, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '431 km', 'value': 431124}, 'duration': {'text': '4 hours 50 mins', 'value': 17380}, 'status': 'OK'}]}], 'status': 'OK'}",424 km,4 hours 42 mins,431 km,4 hours 50 mins,282,290
38382,Beierstedt,38382%2C%20Beierstedt,"{
   ""destination_addresses"" : [ ""38382 Beierstedt, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""115 km"",
                  ""value"" : 115081
               },
               ""duration"" : {
                  ""text"" : ""1 hour 26 mins"",
                  ""value"" : 5161
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""38382 Beierstedt, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""106 km"",
                  ""value"" : 105927
               },
               ""duration"" : {
                  ""text"" : ""1 hour 28 mins"",
                  ""value"" : 5304
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['38382 Beierstedt, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '115 km', 'value': 115081}, 'duration': {'text': '1 hour 26 mins', 'value': 5161}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['38382 Beierstedt, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '106 km', 'value': 105927}, 'duration': {'text': '1 hour 28 mins', 'value': 5304}, 'status': 'OK'}]}], 'status': 'OK'}",115 km,1 hour 26 mins,106 km,1 hour 28 mins,86,88
48249,Dülmen,48249%2C%20Dülmen,"{
   ""destination_addresses"" : [ ""48249 D\u00fclmen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""213 km"",
                  ""value"" : 213391
               },
               ""duration"" : {
                  ""text"" : ""2 hours 15 mins"",
                  ""value"" : 8107
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""48249 D\u00fclmen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""220 km"",
                  ""value"" : 220117
               },
               ""duration"" : {
                  ""text"" : ""2 hours 23 mins"",
                  ""value"" : 8575
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['48249 Dülmen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '213 km', 'value': 213391}, 'duration': {'text': '2 hours 15 mins', 'value': 8107}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['48249 Dülmen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '220 km', 'value': 220117}, 'duration': {'text': '2 hours 23 mins', 'value': 8575}, 'status': 'OK'}]}], 'status': 'OK'}",213 km,2 hours 15 mins,220 km,2 hours 23 mins,135,143
56357,Lollschied,56357%2C%20Lollschied,"{
   ""destination_addresses"" : [ ""Lollschied, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""398 km"",
                  ""value"" : 398393
               },
               ""duration"" : {
                  ""text"" : ""4 hours 22 mins"",
                  ""value"" : 15740
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Lollschied, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""405 km"",
                  ""value"" : 405118
               },
               ""duration"" : {
                  ""text"" : ""4 hours 30 mins"",
                  ""value"" : 16208
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Lollschied, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '398 km', 'value': 398393}, 'duration': {'text': '4 hours 22 mins', 'value': 15740}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Lollschied, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '405 km', 'value': 405118}, 'duration': {'text': '4 hours 30 mins', 'value': 16208}, 'status': 'OK'}]}], 'status': 'OK'}",398 km,4 hours 22 mins,405 km,4 hours 30 mins,262,270
54673,Sevenig,54673%2C%20Sevenig,"{
   ""destination_addresses"" : [ ""54673 Sevenig bei Neuerburg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""418 km"",
                  ""value"" : 417812
               },
               ""duration"" : {
                  ""text"" : ""4 hours 35 mins"",
                  ""value"" : 16504
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54673 Sevenig bei Neuerburg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""425 km"",
                  ""value"" : 424537
               },
               ""duration"" : {
                  ""text"" : ""4 hours 43 mins"",
                  ""value"" : 16971
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54673 Sevenig bei Neuerburg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '418 km', 'value': 417812}, 'duration': {'text': '4 hours 35 mins', 'value': 16504}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54673 Sevenig bei Neuerburg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '425 km', 'value': 424537}, 'duration': {'text': '4 hours 43 mins', 'value': 16971}, 'status': 'OK'}]}], 'status': 'OK'}",418 km,4 hours 35 mins,425 km,4 hours 43 mins,275,283
51105,Köln,51105%2C%20Köln,"{
   ""destination_addresses"" : [ ""51105 Cologne, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""288 km"",
                  ""value"" : 287944
               },
               ""duration"" : {
                  ""text"" : ""3 hours 0 mins"",
                  ""value"" : 10798
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""51105 Cologne, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""295 km"",
                  ""value"" : 294669
               },
               ""duration"" : {
                  ""text"" : ""3 hours 8 mins"",
                  ""value"" : 11266
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['51105 Cologne, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '288 km', 'value': 287944}, 'duration': {'text': '3 hours 0 mins', 'value': 10798}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['51105 Cologne, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '295 km', 'value': 294669}, 'duration': {'text': '3 hours 8 mins', 'value': 11266}, 'status': 'OK'}]}], 'status': 'OK'}",288 km,3 hours 0 mins,295 km,3 hours 8 mins,180,188
31079,Westfeld,31079%2C%20Westfeld,"{
   ""destination_addresses"" : [ ""Westfeld, 31079 Sibbesse, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""71.6 km"",
                  ""value"" : 71602
               },
               ""duration"" : {
                  ""text"" : ""1 hour 1 min"",
                  ""value"" : 3679
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Westfeld, 31079 Sibbesse, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""52.8 km"",
                  ""value"" : 52822
               },
               ""duration"" : {
                  ""text"" : ""57 mins"",
                  ""value"" : 3403
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Westfeld, 31079 Sibbesse, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '71.6 km', 'value': 71602}, 'duration': {'text': '1 hour 1 min', 'value': 3679}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Westfeld, 31079 Sibbesse, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '52.8 km', 'value': 52822}, 'duration': {'text': '57 mins', 'value': 3403}, 'status': 'OK'}]}], 'status': 'OK'}",71.6 km,1 hour 1 min,52.8 km,57 mins,61,57
